Lookup,Yr,Org4Code,DistName,Expr1,FTEPupils,Value(FTEPupils)
08292019FTEs,2019,0829,South Middlesex Regional Vocational Technical,FTEs,739.4,739.4
08302019FTEIn,2019,0830,Minuteman Regional Vocational Technical,FTEIn,519.3,519.3
08302019FTEOut,2019,0830,Minuteman Regional Vocational Technical,FTEOut,less than 6,less than 6
08302019FTEs,2019,0830,Minuteman Regional Vocational Technical,FTEs,525.0,525.0
08322019FTEIn,2019,0832,Montachusett Regional Vocational Technical,FTEIn,"1,414.5","1,414.5"
08322019FTEOut,2019,0832,Montachusett Regional Vocational Technical,FTEOut,47.5,47.5
08322019FTEs,2019,0832,Montachusett Regional Vocational Technical,FTEs,"1,462.0","1,462.0"
08512019FTEIn,2019,0851,Northern Berkshire Regional Vocational Technical,FTEIn,466.5,466.5
08512019FTEOut,2019,0851,Northern Berkshire Regional Vocational Technical,FTEOut,less than 6,less than 6
08512019FTEs,2019,0851,Northern Berkshire Regional Vocational Technical,FTEs,471.5,471.5
08522019FTEIn,2019,0852,Nashoba Valley Regional Vocational Technical,FTEIn,697.1,697.1
08522019FTEOut,2019,0852,Nashoba Valley Regional Vocational Technical,FTEOut,0.0,0.0
08522019FTEs,2019,0852,Nashoba Valley Regional Vocational Technical,FTEs,697.1,697.1
08532019FTEIn,2019,0853,Northeast Metropolitan Regional Vocational Technical,FTEIn,"1,231.8","1,231.8"
08532019FTEOut,2019,0853,Northeast Metropolitan Regional Vocational Technical,FTEOut,0.0,0.0
08532019FTEs,2019,0853,Northeast Metropolitan Regional Vocational Technical,FTEs,"1,231.8","1,231.8"
08552019FTEIn,2019,0855,Old Colony Regional Vocational Technical,FTEIn,539.7,539.7
08552019FTEOut,2019,0855,Old Colony Regional Vocational Technical,FTEOut,less than 6,less than 6
08552019FTEs,2019,0855,Old Colony Regional Vocational Technical,FTEs,542.7,542.7
08602019FTEIn,2019,0860,Pathfinder Regional Vocational Technical,FTEIn,639.2,639.2
08602019FTEOut,2019,0860,Pathfinder Regional Vocational Technical,FTEOut,14.0,14.0
08602019FTEs,2019,0860,Pathfinder Regional Vocational Technical,FTEs,653.2,653.2
08712019FTEIn,2019,0871,Shawsheen Valley Regional Vocational Technical,FTEIn,"1,264.5","1,264.5"
08712019FTEOut,2019,0871,Shawsheen Valley Regional Vocational Technical,FTEOut,10.6,10.6
08712019FTEs,2019,0871,Shawsheen Valley Regional Vocational Technical,FTEs,"1,275.1","1,275.1"
08722019FTEIn,2019,0872,Southeastern Regional Vocational Technical,FTEIn,"1,495.3","1,495.3"
08722019FTEOut,2019,0872,Southeastern Regional Vocational Technical,FTEOut,less than 6,less than 6
08722019FTEs,2019,0872,Southeastern Regional Vocational Technical,FTEs,"1,497.3","1,497.3"
08732019FTEIn,2019,0873,South Shore Regional Vocational Technical,FTEIn,629.6,629.6
08732019FTEOut,2019,0873,South Shore Regional Vocational Technical,FTEOut,0.0,0.0
08732019FTEs,2019,0873,South Shore Regional Vocational Technical,FTEs,629.6,629.6
08762019FTEIn,2019,0876,Southern Worcester County Regional Vocational Technical,FTEIn,"1,106.2","1,106.2"
08762019FTEOut,2019,0876,Southern Worcester County Regional Vocational Technical,FTEOut,30.6,30.6
08762019FTEs,2019,0876,Southern Worcester County Regional Vocational Technical,FTEs,"1,136.8","1,136.8"
08782019FTEIn,2019,0878,Tri County Regional Vocational Technical,FTEIn,"1,042.2","1,042.2"
08782019FTEOut,2019,0878,Tri County Regional Vocational Technical,FTEOut,less than 6,less than 6
08782019FTEs,2019,0878,Tri County Regional Vocational Technical,FTEs,"1,044.2","1,044.2"
08792019FTEIn,2019,0879,Upper Cape Cod Regional Vocational Technical,FTEIn,728.8,728.8
08792019FTEOut,2019,0879,Upper Cape Cod Regional Vocational Technical,FTEOut,less than 6,less than 6
08792019FTEs,2019,0879,Upper Cape Cod Regional Vocational Technical,FTEs,730.1,730.1
08852019FTEIn,2019,0885,Whittier Regional Vocational Technical,FTEIn,"1,216.1","1,216.1"
08852019FTEOut,2019,0885,Whittier Regional Vocational Technical,FTEOut,0.0,0.0
08852019FTEs,2019,0885,Whittier Regional Vocational Technical,FTEs,"1,216.1","1,216.1"
09102019FTEIn,2019,0910,Bristol County Agricultural,FTEIn,450.3,450.3
09102019FTEOut,2019,0910,Bristol County Agricultural,FTEOut,0.0,0.0
09102019FTEs,2019,0910,Bristol County Agricultural,FTEs,450.3,450.3
09152019FTEIn,2019,0915,Norfolk County Agricultural,FTEIn,553.2,553.2
09152019FTEOut,2019,0915,Norfolk County Agricultural,FTEOut,0.0,0.0
09152019FTEs,2019,0915,Norfolk County Agricultural,FTEs,553.2,553.2
00002020FTEIn,2020,0000,State,FTEIn,"900,910.0","900,910.0"
00002020FTEOut,2020,0000,State,FTEOut,"81,299.7","81,299.7"
00002020FTEs,2020,0000,State,FTEs,"982,209.7","982,209.7"
00012020FTEIn,2020,0001,Abington,FTEIn,"2,146.0","2,146.0"
00012020FTEOut,2020,0001,Abington,FTEOut,107.2,107.2
00012020FTEs,2020,0001,Abington,FTEs,"2,253.2","2,253.2"
00032020FTEIn,2020,0003,Acushnet,FTEIn,"1,018.8","1,018.8"
00032020FTEOut,2020,0003,Acushnet,FTEOut,306.7,306.7
00032020FTEs,2020,0003,Acushnet,FTEs,"1,325.5","1,325.5"
00052020FTEIn,2020,0005,Agawam,FTEIn,"3,699.1","3,699.1"
00052020FTEOut,2020,0005,Agawam,FTEOut,149.1,149.1
00052020FTEs,2020,0005,Agawam,FTEs,"3,848.2","3,848.2"
00072020FTEIn,2020,0007,Amesbury,FTEIn,"2,015.8","2,015.8"
00072020FTEOut,2020,0007,Amesbury,FTEOut,180.3,180.3
00072020FTEs,2020,0007,Amesbury,FTEs,"2,196.1","2,196.1"
00082020FTEIn,2020,0008,Amherst,FTEIn,"1,106.9","1,106.9"
00082020FTEOut,2020,0008,Amherst,FTEOut,121.6,121.6
00082020FTEs,2020,0008,Amherst,FTEs,"1,228.5","1,228.5"
00092020FTEIn,2020,0009,Andover,FTEIn,"5,869.7","5,869.7"
00092020FTEOut,2020,0009,Andover,FTEOut,122.3,122.3
00092020FTEs,2020,0009,Andover,FTEs,"5,992.0","5,992.0"
00102020FTEIn,2020,0010,Arlington,FTEIn,"6,096.3","6,096.3"
00102020FTEOut,2020,0010,Arlington,FTEOut,101.4,101.4
00102020FTEs,2020,0010,Arlington,FTEs,"6,197.7","6,197.7"
00142020FTEIn,2020,0014,Ashland,FTEIn,"2,869.7","2,869.7"
00142020FTEOut,2020,0014,Ashland,FTEOut,67.3,67.3
00142020FTEs,2020,0014,Ashland,FTEs,"2,937.0","2,937.0"
00162020FTEIn,2020,0016,Attleboro,FTEIn,"5,986.6","5,986.6"
00162020FTEOut,2020,0016,Attleboro,FTEOut,489.8,489.8
00162020FTEs,2020,0016,Attleboro,FTEs,"6,476.4","6,476.4"
00172020FTEIn,2020,0017,Auburn,FTEIn,"2,640.8","2,640.8"
00172020FTEOut,2020,0017,Auburn,FTEOut,52.4,52.4
00172020FTEs,2020,0017,Auburn,FTEs,"2,693.2","2,693.2"
00182020FTEIn,2020,0018,Avon,FTEIn,721.8,721.8
00182020FTEOut,2020,0018,Avon,FTEOut,26.6,26.6
00182020FTEs,2020,0018,Avon,FTEs,748.4,748.4
00202020FTEIn,2020,0020,Barnstable,FTEIn,"5,075.7","5,075.7"
00202020FTEOut,2020,0020,Barnstable,FTEOut,555.2,555.2
00202020FTEs,2020,0020,Barnstable,FTEs,"5,630.9","5,630.9"
00232020FTEIn,2020,0023,Bedford,FTEIn,"2,688.5","2,688.5"
00232020FTEOut,2020,0023,Bedford,FTEOut,46.0,46.0
00232020FTEs,2020,0023,Bedford,FTEs,"2,734.5","2,734.5"
00242020FTEIn,2020,0024,Belchertown,FTEIn,"2,244.4","2,244.4"
00242020FTEOut,2020,0024,Belchertown,FTEOut,205.3,205.3
00242020FTEs,2020,0024,Belchertown,FTEs,"2,449.7","2,449.7"
00252020FTEIn,2020,0025,Bellingham,FTEIn,"2,130.1","2,130.1"
00252020FTEOut,2020,0025,Bellingham,FTEOut,280.4,280.4
00252020FTEs,2020,0025,Bellingham,FTEs,"2,410.5","2,410.5"
00262020FTEIn,2020,0026,Belmont,FTEIn,"4,717.1","4,717.1"
00262020FTEOut,2020,0026,Belmont,FTEOut,96.7,96.7
00262020FTEs,2020,0026,Belmont,FTEs,"4,813.8","4,813.8"
00272020FTEIn,2020,0027,Berkley,FTEIn,918.5,918.5
00272020FTEOut,2020,0027,Berkley,FTEOut,12.5,12.5
00272020FTEs,2020,0027,Berkley,FTEs,931.0,931.0
00282020FTEIn,2020,0028,Berlin,FTEIn,0.0,0.0
00282020FTEOut,2020,0028,Berlin,FTEOut,0.0,0.0
00282020FTEs,2020,0028,Berlin,FTEs,0.0,0.0
00302020FTEIn,2020,0030,Beverly,FTEIn,"4,742.4","4,742.4"
00302020FTEOut,2020,0030,Beverly,FTEOut,178.8,178.8
00302020FTEs,2020,0030,Beverly,FTEs,"4,921.2","4,921.2"
00312020FTEIn,2020,0031,Billerica,FTEIn,"4,809.2","4,809.2"
00312020FTEOut,2020,0031,Billerica,FTEOut,230.0,230.0
00312020FTEs,2020,0031,Billerica,FTEs,"5,039.2","5,039.2"
00352020FTEIn,2020,0035,Boston,FTEIn,"51,103.0","51,103.0"
00352020FTEOut,2020,0035,Boston,FTEOut,"14,297.5","14,297.5"
00352020FTEs,2020,0035,Boston,FTEs,"65,400.5","65,400.5"
00362020FTEIn,2020,0036,Bourne,FTEIn,"1,907.4","1,907.4"
00362020FTEOut,2020,0036,Bourne,FTEOut,279.6,279.6
00362020FTEs,2020,0036,Bourne,FTEs,"2,187.0","2,187.0"
00382020FTEIn,2020,0038,Boxford,FTEIn,758.3,758.3
00382020FTEOut,2020,0038,Boxford,FTEOut,less than 6,less than 6
00382020FTEs,2020,0038,Boxford,FTEs,763.8,763.8
00392020FTEIn,2020,0039,Boylston,FTEIn,0.0,0.0
00392020FTEOut,2020,0039,Boylston,FTEOut,28.9,28.9
00392020FTEs,2020,0039,Boylston,FTEs,28.9,28.9
00402020FTEIn,2020,0040,Braintree,FTEIn,"5,863.0","5,863.0"
00402020FTEOut,2020,0040,Braintree,FTEOut,97.8,97.8
00402020FTEs,2020,0040,Braintree,FTEs,"5,960.8","5,960.8"
00412020FTEIn,2020,0041,Brewster,FTEIn,468.8,468.8
00412020FTEOut,2020,0041,Brewster,FTEOut,24.3,24.3
00412020FTEs,2020,0041,Brewster,FTEs,493.1,493.1
00432020FTEIn,2020,0043,Brimfield,FTEIn,305.0,305.0
00432020FTEOut,2020,0043,Brimfield,FTEOut,14.9,14.9
00432020FTEs,2020,0043,Brimfield,FTEs,319.9,319.9
00442020FTEIn,2020,0044,Brockton,FTEIn,"16,024.8","16,024.8"
00442020FTEOut,2020,0044,Brockton,FTEOut,"1,645.9","1,645.9"
00442020FTEs,2020,0044,Brockton,FTEs,"17,670.7","17,670.7"
00452020FTEIn,2020,0045,Brookfield,FTEIn,311.4,311.4
00452020FTEOut,2020,0045,Brookfield,FTEOut,9.4,9.4
00452020FTEs,2020,0045,Brookfield,FTEs,320.8,320.8
00462020FTEIn,2020,0046,Brookline,FTEIn,"7,830.7","7,830.7"
00462020FTEOut,2020,0046,Brookline,FTEOut,74.9,74.9
00462020FTEs,2020,0046,Brookline,FTEs,"7,905.6","7,905.6"
00482020FTEIn,2020,0048,Burlington,FTEIn,"3,517.4","3,517.4"
00482020FTEOut,2020,0048,Burlington,FTEOut,107.8,107.8
00482020FTEs,2020,0048,Burlington,FTEs,"3,625.2","3,625.2"
00492020FTEIn,2020,0049,Cambridge,FTEIn,"7,104.4","7,104.4"
00492020FTEOut,2020,0049,Cambridge,FTEOut,664.2,664.2
00492020FTEs,2020,0049,Cambridge,FTEs,"7,768.6","7,768.6"
00502020FTEIn,2020,0050,Canton,FTEIn,"3,294.3","3,294.3"
00502020FTEOut,2020,0050,Canton,FTEOut,80.5,80.5
00502020FTEs,2020,0050,Canton,FTEs,"3,374.8","3,374.8"
00512020FTEIn,2020,0051,Carlisle,FTEIn,602.3,602.3
00512020FTEOut,2020,0051,Carlisle,FTEOut,15.0,15.0
00512020FTEs,2020,0051,Carlisle,FTEs,617.3,617.3
00522020FTEIn,2020,0052,Carver,FTEIn,"1,584.5","1,584.5"
00522020FTEOut,2020,0052,Carver,FTEOut,94.5,94.5
00522020FTEs,2020,0052,Carver,FTEs,"1,679.0","1,679.0"
00562020FTEIn,2020,0056,Chelmsford,FTEIn,"5,035.0","5,035.0"
00562020FTEOut,2020,0056,Chelmsford,FTEOut,222.9,222.9
00562020FTEs,2020,0056,Chelmsford,FTEs,"5,257.9","5,257.9"
00572020FTEIn,2020,0057,Chelsea,FTEIn,"6,257.4","6,257.4"
00572020FTEOut,2020,0057,Chelsea,FTEOut,"1,168.4","1,168.4"
00572020FTEs,2020,0057,Chelsea,FTEs,"7,425.8","7,425.8"
00612020FTEIn,2020,0061,Chicopee,FTEIn,"7,281.2","7,281.2"
00612020FTEOut,2020,0061,Chicopee,FTEOut,601.3,601.3
00612020FTEs,2020,0061,Chicopee,FTEs,"7,882.5","7,882.5"
00632020FTEIn,2020,0063,Clarksburg,FTEIn,194.0,194.0
00632020FTEOut,2020,0063,Clarksburg,FTEOut,39.4,39.4
00632020FTEs,2020,0063,Clarksburg,FTEs,233.4,233.4
00642020FTEIn,2020,0064,Clinton,FTEIn,"1,905.9","1,905.9"
00642020FTEOut,2020,0064,Clinton,FTEOut,328.1,328.1
00642020FTEs,2020,0064,Clinton,FTEs,"2,234.0","2,234.0"
00652020FTEIn,2020,0065,Cohasset,FTEIn,"1,505.9","1,505.9"
00652020FTEOut,2020,0065,Cohasset,FTEOut,34.4,34.4
00652020FTEs,2020,0065,Cohasset,FTEs,"1,540.3","1,540.3"
00672020FTEIn,2020,0067,Concord,FTEIn,"2,105.4","2,105.4"
00672020FTEOut,2020,0067,Concord,FTEOut,31.0,31.0
00672020FTEs,2020,0067,Concord,FTEs,"2,136.4","2,136.4"
00682020FTEIn,2020,0068,Conway,FTEIn,133.7,133.7
00682020FTEOut,2020,0068,Conway,FTEOut,8.2,8.2
00682020FTEs,2020,0068,Conway,FTEs,141.9,141.9
00712020FTEIn,2020,0071,Danvers,FTEIn,"3,412.7","3,412.7"
00712020FTEOut,2020,0071,Danvers,FTEOut,125.5,125.5
00712020FTEs,2020,0071,Danvers,FTEs,"3,538.2","3,538.2"
00722020FTEIn,2020,0072,Dartmouth,FTEIn,"3,591.4","3,591.4"
00722020FTEOut,2020,0072,Dartmouth,FTEOut,84.7,84.7
00722020FTEs,2020,0072,Dartmouth,FTEs,"3,676.1","3,676.1"
00732020FTEIn,2020,0073,Dedham,FTEIn,"2,745.3","2,745.3"
00732020FTEOut,2020,0073,Dedham,FTEOut,98.4,98.4
00732020FTEs,2020,0073,Dedham,FTEs,"2,843.7","2,843.7"
00742020FTEIn,2020,0074,Deerfield,FTEIn,390.3,390.3
00742020FTEOut,2020,0074,Deerfield,FTEOut,32.5,32.5
00742020FTEs,2020,0074,Deerfield,FTEs,422.8,422.8
00772020FTEIn,2020,0077,Douglas,FTEIn,"1,284.6","1,284.6"
00772020FTEOut,2020,0077,Douglas,FTEOut,85.5,85.5
00772020FTEs,2020,0077,Douglas,FTEs,"1,370.1","1,370.1"
00782020FTEIn,2020,0078,Dover,FTEIn,493.7,493.7
00782020FTEOut,2020,0078,Dover,FTEOut,less than 6,less than 6
00782020FTEs,2020,0078,Dover,FTEs,498.7,498.7
00792020FTEIn,2020,0079,Dracut,FTEIn,"3,709.6","3,709.6"
00792020FTEOut,2020,0079,Dracut,FTEOut,369.4,369.4
00792020FTEs,2020,0079,Dracut,FTEs,"4,079.0","4,079.0"
00822020FTEIn,2020,0082,Duxbury,FTEIn,"2,969.9","2,969.9"
00822020FTEOut,2020,0082,Duxbury,FTEOut,62.6,62.6
00822020FTEs,2020,0082,Duxbury,FTEs,"3,032.5","3,032.5"
00832020FTEIn,2020,0083,East Bridgewater,FTEIn,"2,216.0","2,216.0"
00832020FTEOut,2020,0083,East Bridgewater,FTEOut,93.3,93.3
00832020FTEs,2020,0083,East Bridgewater,FTEs,"2,309.3","2,309.3"
00852020FTEIn,2020,0085,Eastham,FTEIn,198.4,198.4
00852020FTEOut,2020,0085,Eastham,FTEOut,19.9,19.9
00852020FTEs,2020,0085,Eastham,FTEs,218.3,218.3
00862020FTEIn,2020,0086,Easthampton,FTEIn,"1,542.5","1,542.5"
00862020FTEOut,2020,0086,Easthampton,FTEOut,326.2,326.2
00862020FTEs,2020,0086,Easthampton,FTEs,"1,868.7","1,868.7"
00872020FTEIn,2020,0087,East Longmeadow,FTEIn,"2,595.1","2,595.1"
00872020FTEOut,2020,0087,East Longmeadow,FTEOut,91.3,91.3
00872020FTEs,2020,0087,East Longmeadow,FTEs,"2,686.4","2,686.4"
00882020FTEIn,2020,0088,Easton,FTEIn,"3,594.9","3,594.9"
00882020FTEOut,2020,0088,Easton,FTEOut,92.8,92.8
00882020FTEs,2020,0088,Easton,FTEs,"3,687.7","3,687.7"
00892020FTEIn,2020,0089,Edgartown,FTEIn,403.4,403.4
00892020FTEOut,2020,0089,Edgartown,FTEOut,58.5,58.5
00892020FTEs,2020,0089,Edgartown,FTEs,461.9,461.9
00912020FTEIn,2020,0091,Erving,FTEIn,133.2,133.2
00912020FTEOut,2020,0091,Erving,FTEOut,96.5,96.5
00912020FTEs,2020,0091,Erving,FTEs,229.7,229.7
00932020FTEIn,2020,0093,Everett,FTEIn,"7,143.3","7,143.3"
00932020FTEOut,2020,0093,Everett,FTEOut,788.8,788.8
00932020FTEs,2020,0093,Everett,FTEs,"7,932.1","7,932.1"
00942020FTEIn,2020,0094,Fairhaven,FTEIn,"2,040.0","2,040.0"
00942020FTEOut,2020,0094,Fairhaven,FTEOut,63.5,63.5
00942020FTEs,2020,0094,Fairhaven,FTEs,"2,103.5","2,103.5"
00952020FTEIn,2020,0095,Fall River,FTEIn,"10,371.6","10,371.6"
00952020FTEOut,2020,0095,Fall River,FTEOut,"2,069.2","2,069.2"
00952020FTEs,2020,0095,Fall River,FTEs,"12,440.8","12,440.8"
00962020FTEIn,2020,0096,Falmouth,FTEIn,"3,246.2","3,246.2"
00962020FTEOut,2020,0096,Falmouth,FTEOut,228.9,228.9
00962020FTEs,2020,0096,Falmouth,FTEs,"3,475.1","3,475.1"
00972020FTEIn,2020,0097,Fitchburg,FTEIn,"5,315.3","5,315.3"
00972020FTEOut,2020,0097,Fitchburg,FTEOut,739.5,739.5
00972020FTEs,2020,0097,Fitchburg,FTEs,"6,054.8","6,054.8"
00982020FTEIn,2020,0098,Florida,FTEIn,94.8,94.8
00982020FTEOut,2020,0098,Florida,FTEOut,17.5,17.5
00982020FTEs,2020,0098,Florida,FTEs,112.3,112.3
00992020FTEIn,2020,0099,Foxborough,FTEIn,"2,552.2","2,552.2"
00992020FTEOut,2020,0099,Foxborough,FTEOut,152.6,152.6
00992020FTEs,2020,0099,Foxborough,FTEs,"2,704.8","2,704.8"
01002020FTEIn,2020,0100,Framingham,FTEIn,"9,202.1","9,202.1"
01002020FTEOut,2020,0100,Framingham,FTEOut,718.2,718.2
01002020FTEs,2020,0100,Framingham,FTEs,"9,920.3","9,920.3"
01012020FTEIn,2020,0101,Franklin,FTEIn,"5,081.8","5,081.8"
01012020FTEOut,2020,0101,Franklin,FTEOut,489.3,489.3
01012020FTEs,2020,0101,Franklin,FTEs,"5,571.1","5,571.1"
01032020FTEIn,2020,0103,Gardner,FTEIn,"2,332.7","2,332.7"
01032020FTEOut,2020,0103,Gardner,FTEOut,293.3,293.3
01032020FTEs,2020,0103,Gardner,FTEs,"2,626.0","2,626.0"
01052020FTEIn,2020,0105,Georgetown,FTEIn,"1,328.2","1,328.2"
01052020FTEOut,2020,0105,Georgetown,FTEOut,55.1,55.1
01052020FTEs,2020,0105,Georgetown,FTEs,"1,383.3","1,383.3"
01072020FTEIn,2020,0107,Gloucester,FTEIn,"2,875.1","2,875.1"
01072020FTEOut,2020,0107,Gloucester,FTEOut,344.7,344.7
01072020FTEs,2020,0107,Gloucester,FTEs,"3,219.8","3,219.8"
01102020FTEIn,2020,0110,Grafton,FTEIn,"3,215.1","3,215.1"
01102020FTEOut,2020,0110,Grafton,FTEOut,95.5,95.5
01102020FTEs,2020,0110,Grafton,FTEs,"3,310.6","3,310.6"
01112020FTEIn,2020,0111,Granby,FTEIn,759.5,759.5
01112020FTEOut,2020,0111,Granby,FTEOut,91.5,91.5
01112020FTEs,2020,0111,Granby,FTEs,851.0,851.0
01142020FTEIn,2020,0114,Greenfield,FTEIn,"1,737.2","1,737.2"
01142020FTEOut,2020,0114,Greenfield,FTEOut,435.9,435.9
01142020FTEs,2020,0114,Greenfield,FTEs,"2,173.1","2,173.1"
01172020FTEIn,2020,0117,Hadley,FTEIn,535.7,535.7
01172020FTEOut,2020,0117,Hadley,FTEOut,128.2,128.2
01172020FTEs,2020,0117,Hadley,FTEs,663.9,663.9
01182020FTEIn,2020,0118,Halifax,FTEIn,590.4,590.4
01182020FTEOut,2020,0118,Halifax,FTEOut,32.6,32.6
01182020FTEs,2020,0118,Halifax,FTEs,623.0,623.0
01212020FTEIn,2020,0121,Hancock,FTEIn,47.0,47.0
01212020FTEOut,2020,0121,Hancock,FTEOut,50.2,50.2
01212020FTEs,2020,0121,Hancock,FTEs,97.2,97.2
01222020FTEIn,2020,0122,Hanover,FTEIn,"2,662.4","2,662.4"
01222020FTEOut,2020,0122,Hanover,FTEOut,75.8,75.8
01222020FTEs,2020,0122,Hanover,FTEs,"2,738.2","2,738.2"
01252020FTEIn,2020,0125,Harvard,FTEIn,"1,051.6","1,051.6"
01252020FTEOut,2020,0125,Harvard,FTEOut,45.4,45.4
01252020FTEs,2020,0125,Harvard,FTEs,"1,097.0","1,097.0"
01272020FTEIn,2020,0127,Hatfield,FTEIn,432.5,432.5
01272020FTEOut,2020,0127,Hatfield,FTEOut,81.6,81.6
01272020FTEs,2020,0127,Hatfield,FTEs,514.1,514.1
01282020FTEIn,2020,0128,Haverhill,FTEIn,"8,123.0","8,123.0"
01282020FTEOut,2020,0128,Haverhill,FTEOut,670.2,670.2
01282020FTEs,2020,0128,Haverhill,FTEs,"8,793.2","8,793.2"
01312020FTEIn,2020,0131,Hingham,FTEIn,"4,254.4","4,254.4"
01312020FTEOut,2020,0131,Hingham,FTEOut,76.8,76.8
01312020FTEs,2020,0131,Hingham,FTEs,"4,331.2","4,331.2"
01332020FTEIn,2020,0133,Holbrook,FTEIn,"1,305.6","1,305.6"
01332020FTEOut,2020,0133,Holbrook,FTEOut,95.2,95.2
01332020FTEs,2020,0133,Holbrook,FTEs,"1,400.8","1,400.8"
01352020FTEIn,2020,0135,Holland,FTEIn,229.1,229.1
01352020FTEOut,2020,0135,Holland,FTEOut,6.5,6.5
01352020FTEs,2020,0135,Holland,FTEs,235.6,235.6
01362020FTEIn,2020,0136,Holliston,FTEIn,"2,919.7","2,919.7"
01362020FTEOut,2020,0136,Holliston,FTEOut,94.9,94.9
01362020FTEs,2020,0136,Holliston,FTEs,"3,014.6","3,014.6"
01372020FTEIn,2020,0137,Holyoke,FTEIn,"5,338.0","5,338.0"
01372020FTEOut,2020,0137,Holyoke,FTEOut,"1,361.1","1,361.1"
01372020FTEs,2020,0137,Holyoke,FTEs,"6,699.1","6,699.1"
01382020FTEIn,2020,0138,Hopedale,FTEIn,"1,092.9","1,092.9"
01382020FTEOut,2020,0138,Hopedale,FTEOut,81.8,81.8
01382020FTEs,2020,0138,Hopedale,FTEs,"1,174.7","1,174.7"
01392020FTEIn,2020,0139,Hopkinton,FTEIn,"3,872.7","3,872.7"
01392020FTEOut,2020,0139,Hopkinton,FTEOut,75.4,75.4
01392020FTEs,2020,0139,Hopkinton,FTEs,"3,948.1","3,948.1"
01412020FTEIn,2020,0141,Hudson,FTEIn,"2,609.9","2,609.9"
01412020FTEOut,2020,0141,Hudson,FTEOut,203.7,203.7
01412020FTEs,2020,0141,Hudson,FTEs,"2,813.6","2,813.6"
01422020FTEIn,2020,0142,Hull,FTEIn,854.7,854.7
01422020FTEOut,2020,0142,Hull,FTEOut,64.0,64.0
01422020FTEs,2020,0142,Hull,FTEs,918.7,918.7
01442020FTEIn,2020,0144,Ipswich,FTEIn,"1,679.6","1,679.6"
01442020FTEOut,2020,0144,Ipswich,FTEOut,60.7,60.7
01442020FTEs,2020,0144,Ipswich,FTEs,"1,740.3","1,740.3"
01452020FTEIn,2020,0145,Kingston,FTEIn,"1,073.5","1,073.5"
01452020FTEOut,2020,0145,Kingston,FTEOut,40.4,40.4
01452020FTEs,2020,0145,Kingston,FTEs,"1,113.9","1,113.9"
01492020FTEIn,2020,0149,Lawrence,FTEIn,"13,586.7","13,586.7"
01492020FTEOut,2020,0149,Lawrence,FTEOut,"2,157.4","2,157.4"
01492020FTEs,2020,0149,Lawrence,FTEs,"15,744.1","15,744.1"
01502020FTEIn,2020,0150,Lee,FTEIn,711.5,711.5
01502020FTEOut,2020,0150,Lee,FTEOut,113.9,113.9
01502020FTEs,2020,0150,Lee,FTEs,825.4,825.4
01512020FTEIn,2020,0151,Leicester,FTEIn,"1,488.3","1,488.3"
01512020FTEOut,2020,0151,Leicester,FTEOut,166.9,166.9
01512020FTEs,2020,0151,Leicester,FTEs,"1,655.2","1,655.2"
01522020FTEIn,2020,0152,Lenox,FTEIn,781.1,781.1
01522020FTEOut,2020,0152,Lenox,FTEOut,40.0,40.0
01522020FTEs,2020,0152,Lenox,FTEs,821.1,821.1
01532020FTEIn,2020,0153,Leominster,FTEIn,"6,061.1","6,061.1"
01532020FTEOut,2020,0153,Leominster,FTEOut,440.4,440.4
01532020FTEs,2020,0153,Leominster,FTEs,"6,501.5","6,501.5"
01542020FTEIn,2020,0154,Leverett,FTEIn,141.8,141.8
01542020FTEOut,2020,0154,Leverett,FTEOut,12.3,12.3
01542020FTEs,2020,0154,Leverett,FTEs,154.1,154.1
01552020FTEIn,2020,0155,Lexington,FTEIn,"7,212.0","7,212.0"
01552020FTEOut,2020,0155,Lexington,FTEOut,125.7,125.7
01552020FTEs,2020,0155,Lexington,FTEs,"7,337.7","7,337.7"
01572020FTEIn,2020,0157,Lincoln,FTEIn,"1,132.4","1,132.4"
01572020FTEOut,2020,0157,Lincoln,FTEOut,37.5,37.5
01572020FTEs,2020,0157,Lincoln,FTEs,"1,169.9","1,169.9"
01582020FTEIn,2020,0158,Littleton,FTEIn,"1,667.2","1,667.2"
01582020FTEOut,2020,0158,Littleton,FTEOut,115.4,115.4
01582020FTEs,2020,0158,Littleton,FTEs,"1,782.6","1,782.6"
01592020FTEIn,2020,0159,Longmeadow,FTEIn,"2,862.6","2,862.6"
01592020FTEOut,2020,0159,Longmeadow,FTEOut,45.5,45.5
01592020FTEs,2020,0159,Longmeadow,FTEs,"2,908.1","2,908.1"
01602020FTEIn,2020,0160,Lowell,FTEIn,"14,458.8","14,458.8"
01602020FTEOut,2020,0160,Lowell,FTEOut,"2,246.5","2,246.5"
01602020FTEs,2020,0160,Lowell,FTEs,"16,705.3","16,705.3"
01612020FTEIn,2020,0161,Ludlow,FTEIn,"2,539.3","2,539.3"
01612020FTEOut,2020,0161,Ludlow,FTEOut,128.5,128.5
01612020FTEs,2020,0161,Ludlow,FTEs,"2,667.8","2,667.8"
01622020FTEIn,2020,0162,Lunenburg,FTEIn,"1,651.3","1,651.3"
01622020FTEOut,2020,0162,Lunenburg,FTEOut,121.5,121.5
01622020FTEs,2020,0162,Lunenburg,FTEs,"1,772.8","1,772.8"
01632020FTEIn,2020,0163,Lynn,FTEIn,"15,997.7","15,997.7"
