Lookup,Yr,Org4Code,DistName,Expr1,FTEPupils,Value(FTEPupils)
01852016FTEs,2016,0185,Milford,FTEs,"4,378.3","4,378.3"
01862016FTEIn,2016,0186,Millbury,FTEIn,"1,708.9","1,708.9"
01862016FTEOut,2016,0186,Millbury,FTEOut,52.4,52.4
01862016FTEs,2016,0186,Millbury,FTEs,"1,761.3","1,761.3"
01872016FTEIn,2016,0187,Millis,FTEIn,"1,337.8","1,337.8"
01872016FTEOut,2016,0187,Millis,FTEOut,61.8,61.8
01872016FTEs,2016,0187,Millis,FTEs,"1,399.6","1,399.6"
01892016FTEIn,2016,0189,Milton,FTEIn,"4,080.0","4,080.0"
01892016FTEOut,2016,0189,Milton,FTEOut,75.0,75.0
01892016FTEs,2016,0189,Milton,FTEs,"4,155.0","4,155.0"
01912016FTEIn,2016,0191,Monson,FTEIn,"1,035.6","1,035.6"
01912016FTEOut,2016,0191,Monson,FTEOut,63.7,63.7
01912016FTEs,2016,0191,Monson,FTEs,"1,099.3","1,099.3"
01962016FTEIn,2016,0196,Nahant,FTEIn,150.6,150.6
01962016FTEOut,2016,0196,Nahant,FTEOut,147.8,147.8
01962016FTEs,2016,0196,Nahant,FTEs,298.4,298.4
01972016FTEIn,2016,0197,Nantucket,FTEIn,"1,553.8","1,553.8"
01972016FTEOut,2016,0197,Nantucket,FTEOut,8.9,8.9
01972016FTEs,2016,0197,Nantucket,FTEs,"1,562.7","1,562.7"
01982016FTEIn,2016,0198,Natick,FTEIn,"5,372.8","5,372.8"
01982016FTEOut,2016,0198,Natick,FTEOut,168.6,168.6
01982016FTEs,2016,0198,Natick,FTEs,"5,541.4","5,541.4"
01992016FTEIn,2016,0199,Needham,FTEIn,"5,583.2","5,583.2"
01992016FTEOut,2016,0199,Needham,FTEOut,94.7,94.7
01992016FTEs,2016,0199,Needham,FTEs,"5,677.9","5,677.9"
02012016FTEIn,2016,0201,New Bedford,FTEIn,"12,615.3","12,615.3"
02012016FTEOut,2016,0201,New Bedford,FTEOut,"1,151.2","1,151.2"
02012016FTEs,2016,0201,New Bedford,FTEs,"13,766.5","13,766.5"
02042016FTEIn,2016,0204,Newburyport,FTEIn,"2,292.3","2,292.3"
02042016FTEOut,2016,0204,Newburyport,FTEOut,226.1,226.1
02042016FTEs,2016,0204,Newburyport,FTEs,"2,518.4","2,518.4"
02072016FTEIn,2016,0207,Newton,FTEIn,"12,635.2","12,635.2"
02072016FTEOut,2016,0207,Newton,FTEOut,171.7,171.7
02072016FTEs,2016,0207,Newton,FTEs,"12,806.9","12,806.9"
02082016FTEIn,2016,0208,Norfolk,FTEIn,913.4,913.4
02082016FTEOut,2016,0208,Norfolk,FTEOut,13.0,13.0
02082016FTEs,2016,0208,Norfolk,FTEs,926.4,926.4
02092016FTEIn,2016,0209,North Adams,FTEIn,"1,440.0","1,440.0"
02092016FTEOut,2016,0209,North Adams,FTEOut,180.1,180.1
02092016FTEs,2016,0209,North Adams,FTEs,"1,620.1","1,620.1"
02102016FTEIn,2016,0210,Northampton,FTEIn,"2,621.3","2,621.3"
02102016FTEOut,2016,0210,Northampton,FTEOut,328.4,328.4
02102016FTEs,2016,0210,Northampton,FTEs,"2,949.7","2,949.7"
02112016FTEIn,2016,0211,North Andover,FTEIn,"4,684.3","4,684.3"
02112016FTEOut,2016,0211,North Andover,FTEOut,103.2,103.2
02112016FTEs,2016,0211,North Andover,FTEs,"4,787.5","4,787.5"
02122016FTEIn,2016,0212,North Attleborough,FTEIn,"4,430.1","4,430.1"
02122016FTEOut,2016,0212,North Attleborough,FTEOut,167.3,167.3
02122016FTEs,2016,0212,North Attleborough,FTEs,"4,597.4","4,597.4"
02132016FTEIn,2016,0213,Northborough,FTEIn,"1,746.9","1,746.9"
02132016FTEOut,2016,0213,Northborough,FTEOut,41.7,41.7
02132016FTEs,2016,0213,Northborough,FTEs,"1,788.6","1,788.6"
02142016FTEIn,2016,0214,Northbridge,FTEIn,"2,336.1","2,336.1"
02142016FTEOut,2016,0214,Northbridge,FTEOut,178.7,178.7
02142016FTEs,2016,0214,Northbridge,FTEs,"2,514.8","2,514.8"
02152016FTEIn,2016,0215,North Brookfield,FTEIn,560.0,560.0
02152016FTEOut,2016,0215,North Brookfield,FTEOut,122.1,122.1
02152016FTEs,2016,0215,North Brookfield,FTEs,682.1,682.1
02172016FTEIn,2016,0217,North Reading,FTEIn,"2,520.1","2,520.1"
02172016FTEOut,2016,0217,North Reading,FTEOut,42.6,42.6
02172016FTEs,2016,0217,North Reading,FTEs,"2,562.7","2,562.7"
02182016FTEIn,2016,0218,Norton,FTEIn,"2,533.3","2,533.3"
02182016FTEOut,2016,0218,Norton,FTEOut,195.5,195.5
02182016FTEs,2016,0218,Norton,FTEs,"2,728.8","2,728.8"
02192016FTEIn,2016,0219,Norwell,FTEIn,"2,180.2","2,180.2"
02192016FTEOut,2016,0219,Norwell,FTEOut,40.0,40.0
02192016FTEs,2016,0219,Norwell,FTEs,"2,220.2","2,220.2"
02202016FTEIn,2016,0220,Norwood,FTEIn,"3,381.2","3,381.2"
02202016FTEOut,2016,0220,Norwood,FTEOut,108.2,108.2
02202016FTEs,2016,0220,Norwood,FTEs,"3,489.4","3,489.4"
02212016FTEIn,2016,0221,Oak Bluffs,FTEIn,429.8,429.8
02212016FTEOut,2016,0221,Oak Bluffs,FTEOut,59.8,59.8
02212016FTEs,2016,0221,Oak Bluffs,FTEs,489.6,489.6
02232016FTEIn,2016,0223,Orange,FTEIn,645.1,645.1
02232016FTEOut,2016,0223,Orange,FTEOut,77.0,77.0
02232016FTEs,2016,0223,Orange,FTEs,722.1,722.1
02242016FTEIn,2016,0224,Orleans,FTEIn,212.4,212.4
02242016FTEOut,2016,0224,Orleans,FTEOut,13.2,13.2
02242016FTEs,2016,0224,Orleans,FTEs,225.6,225.6
02262016FTEIn,2016,0226,Oxford,FTEIn,"1,761.2","1,761.2"
02262016FTEOut,2016,0226,Oxford,FTEOut,128.0,128.0
02262016FTEs,2016,0226,Oxford,FTEs,"1,889.2","1,889.2"
02272016FTEIn,2016,0227,Palmer,FTEIn,"1,429.9","1,429.9"
02272016FTEOut,2016,0227,Palmer,FTEOut,116.5,116.5
02272016FTEs,2016,0227,Palmer,FTEs,"1,546.4","1,546.4"
02292016FTEIn,2016,0229,Peabody,FTEIn,"5,900.1","5,900.1"
02292016FTEOut,2016,0229,Peabody,FTEOut,209.1,209.1
02292016FTEs,2016,0229,Peabody,FTEs,"6,109.2","6,109.2"
02302016FTEIn,2016,0230,Pelham,FTEIn,123.0,123.0
02302016FTEOut,2016,0230,Pelham,FTEOut,6.8,6.8
02302016FTEs,2016,0230,Pelham,FTEs,129.8,129.8
02312016FTEIn,2016,0231,Pembroke,FTEIn,"3,107.8","3,107.8"
02312016FTEOut,2016,0231,Pembroke,FTEOut,107.9,107.9
02312016FTEs,2016,0231,Pembroke,FTEs,"3,215.7","3,215.7"
02342016FTEIn,2016,0234,Petersham,FTEIn,120.0,120.0
02342016FTEOut,2016,0234,Petersham,FTEOut,8.0,8.0
02342016FTEs,2016,0234,Petersham,FTEs,128.0,128.0
02362016FTEIn,2016,0236,Pittsfield,FTEIn,"5,670.2","5,670.2"
02362016FTEOut,2016,0236,Pittsfield,FTEOut,717.7,717.7
02362016FTEs,2016,0236,Pittsfield,FTEs,"6,387.9","6,387.9"
02382016FTEIn,2016,0238,Plainville,FTEIn,734.7,734.7
02382016FTEOut,2016,0238,Plainville,FTEOut,24.9,24.9
02382016FTEs,2016,0238,Plainville,FTEs,759.6,759.6
02392016FTEIn,2016,0239,Plymouth,FTEIn,"7,602.2","7,602.2"
02392016FTEOut,2016,0239,Plymouth,FTEOut,706.6,706.6
02392016FTEs,2016,0239,Plymouth,FTEs,"8,308.8","8,308.8"
02402016FTEIn,2016,0240,Plympton,FTEIn,219.4,219.4
02402016FTEOut,2016,0240,Plympton,FTEOut,18.8,18.8
02402016FTEs,2016,0240,Plympton,FTEs,238.2,238.2
02422016FTEIn,2016,0242,Provincetown,FTEIn,115.6,115.6
02422016FTEOut,2016,0242,Provincetown,FTEOut,61.4,61.4
02422016FTEs,2016,0242,Provincetown,FTEs,177.0,177.0
02432016FTEIn,2016,0243,Quincy,FTEIn,"9,093.0","9,093.0"
02432016FTEOut,2016,0243,Quincy,FTEOut,209.1,209.1
02432016FTEs,2016,0243,Quincy,FTEs,"9,302.1","9,302.1"
02442016FTEIn,2016,0244,Randolph,FTEIn,"2,946.4","2,946.4"
02442016FTEOut,2016,0244,Randolph,FTEOut,454.7,454.7
02442016FTEs,2016,0244,Randolph,FTEs,"3,401.1","3,401.1"
02462016FTEIn,2016,0246,Reading,FTEIn,"4,356.8","4,356.8"
02462016FTEOut,2016,0246,Reading,FTEOut,79.7,79.7
02462016FTEs,2016,0246,Reading,FTEs,"4,436.5","4,436.5"
02482016FTEIn,2016,0248,Revere,FTEIn,"7,149.9","7,149.9"
02482016FTEOut,2016,0248,Revere,FTEOut,337.7,337.7
02482016FTEs,2016,0248,Revere,FTEs,"7,487.6","7,487.6"
02492016FTEIn,2016,0249,Richmond,FTEIn,173.2,173.2
02492016FTEOut,2016,0249,Richmond,FTEOut,55.3,55.3
02492016FTEs,2016,0249,Richmond,FTEs,228.5,228.5
02502016FTEIn,2016,0250,Rochester,FTEIn,485.1,485.1
02502016FTEOut,2016,0250,Rochester,FTEOut,15.0,15.0
02502016FTEs,2016,0250,Rochester,FTEs,500.1,500.1
02512016FTEIn,2016,0251,Rockland,FTEIn,"2,278.8","2,278.8"
02512016FTEOut,2016,0251,Rockland,FTEOut,149.1,149.1
02512016FTEs,2016,0251,Rockland,FTEs,"2,427.9","2,427.9"
02522016FTEIn,2016,0252,Rockport,FTEIn,950.8,950.8
02522016FTEOut,2016,0252,Rockport,FTEOut,49.5,49.5
02522016FTEs,2016,0252,Rockport,FTEs,"1,000.3","1,000.3"
02532016FTEIn,2016,0253,Rowe,FTEIn,52.2,52.2
02532016FTEOut,2016,0253,Rowe,FTEOut,41.0,41.0
02532016FTEs,2016,0253,Rowe,FTEs,93.2,93.2
02582016FTEIn,2016,0258,Salem,FTEIn,"3,762.5","3,762.5"
02582016FTEOut,2016,0258,Salem,FTEOut,877.8,877.8
02582016FTEs,2016,0258,Salem,FTEs,"4,640.3","4,640.3"
02612016FTEIn,2016,0261,Sandwich,FTEIn,"2,775.3","2,775.3"
02612016FTEOut,2016,0261,Sandwich,FTEOut,317.1,317.1
02612016FTEs,2016,0261,Sandwich,FTEs,"3,092.4","3,092.4"
02622016FTEIn,2016,0262,Saugus,FTEIn,"2,668.5","2,668.5"
02622016FTEOut,2016,0262,Saugus,FTEOut,243.0,243.0
02622016FTEs,2016,0262,Saugus,FTEs,"2,911.5","2,911.5"
02632016FTEIn,2016,0263,Savoy,FTEIn,41.7,41.7
02632016FTEOut,2016,0263,Savoy,FTEOut,47.4,47.4
02632016FTEs,2016,0263,Savoy,FTEs,89.1,89.1
02642016FTEIn,2016,0264,Scituate,FTEIn,"2,990.3","2,990.3"
02642016FTEOut,2016,0264,Scituate,FTEOut,51.5,51.5
02642016FTEs,2016,0264,Scituate,FTEs,"3,041.8","3,041.8"
02652016FTEIn,2016,0265,Seekonk,FTEIn,"1,967.7","1,967.7"
02652016FTEOut,2016,0265,Seekonk,FTEOut,53.4,53.4
02652016FTEs,2016,0265,Seekonk,FTEs,"2,021.1","2,021.1"
02662016FTEIn,2016,0266,Sharon,FTEIn,"3,537.8","3,537.8"
02662016FTEOut,2016,0266,Sharon,FTEOut,49.9,49.9
02662016FTEs,2016,0266,Sharon,FTEs,"3,587.7","3,587.7"
02692016FTEIn,2016,0269,Sherborn,FTEIn,402.1,402.1
02692016FTEOut,2016,0269,Sherborn,FTEOut,less than 6,less than 6
02692016FTEs,2016,0269,Sherborn,FTEs,403.5,403.5
02712016FTEIn,2016,0271,Shrewsbury,FTEIn,"5,967.9","5,967.9"
02712016FTEOut,2016,0271,Shrewsbury,FTEOut,302.8,302.8
02712016FTEs,2016,0271,Shrewsbury,FTEs,"6,270.7","6,270.7"
02722016FTEIn,2016,0272,Shutesbury,FTEIn,131.1,131.1
02722016FTEOut,2016,0272,Shutesbury,FTEOut,12.0,12.0
02722016FTEs,2016,0272,Shutesbury,FTEs,143.1,143.1
02732016FTEIn,2016,0273,Somerset,FTEIn,"1,757.9","1,757.9"
02732016FTEOut,2016,0273,Somerset,FTEOut,58.6,58.6
02732016FTEs,2016,0273,Somerset,FTEs,"1,816.5","1,816.5"
02742016FTEIn,2016,0274,Somerville,FTEIn,"4,859.9","4,859.9"
02742016FTEOut,2016,0274,Somerville,FTEOut,563.5,563.5
02742016FTEs,2016,0274,Somerville,FTEs,"5,423.4","5,423.4"
02752016FTEIn,2016,0275,Southampton,FTEIn,520.9,520.9
02752016FTEOut,2016,0275,Southampton,FTEOut,60.2,60.2
02752016FTEs,2016,0275,Southampton,FTEs,581.1,581.1
02762016FTEIn,2016,0276,Southborough,FTEIn,"1,301.5","1,301.5"
02762016FTEOut,2016,0276,Southborough,FTEOut,25.2,25.2
02762016FTEs,2016,0276,Southborough,FTEs,"1,326.7","1,326.7"
02772016FTEIn,2016,0277,Southbridge,FTEIn,"2,187.0","2,187.0"
02772016FTEOut,2016,0277,Southbridge,FTEOut,311.2,311.2
02772016FTEs,2016,0277,Southbridge,FTEs,"2,498.2","2,498.2"
02782016FTEIn,2016,0278,South Hadley,FTEIn,"1,819.6","1,819.6"
02782016FTEOut,2016,0278,South Hadley,FTEOut,249.8,249.8
02782016FTEs,2016,0278,South Hadley,FTEs,"2,069.4","2,069.4"
02812016FTEIn,2016,0281,Springfield,FTEIn,"25,009.3","25,009.3"
02812016FTEOut,2016,0281,Springfield,FTEOut,"4,406.5","4,406.5"
02812016FTEs,2016,0281,Springfield,FTEs,"29,415.8","29,415.8"
02842016FTEIn,2016,0284,Stoneham,FTEIn,"2,316.2","2,316.2"
02842016FTEOut,2016,0284,Stoneham,FTEOut,173.7,173.7
02842016FTEs,2016,0284,Stoneham,FTEs,"2,489.9","2,489.9"
02852016FTEIn,2016,0285,Stoughton,FTEIn,"3,618.4","3,618.4"
02852016FTEOut,2016,0285,Stoughton,FTEOut,161.7,161.7
02852016FTEs,2016,0285,Stoughton,FTEs,"3,780.1","3,780.1"
02872016FTEIn,2016,0287,Sturbridge,FTEIn,967.2,967.2
02872016FTEOut,2016,0287,Sturbridge,FTEOut,11.0,11.0
02872016FTEs,2016,0287,Sturbridge,FTEs,978.2,978.2
02882016FTEIn,2016,0288,Sudbury,FTEIn,"2,811.4","2,811.4"
02882016FTEOut,2016,0288,Sudbury,FTEOut,39.4,39.4
02882016FTEs,2016,0288,Sudbury,FTEs,"2,850.8","2,850.8"
02892016FTEIn,2016,0289,Sunderland,FTEIn,229.1,229.1
02892016FTEOut,2016,0289,Sunderland,FTEOut,15.6,15.6
02892016FTEs,2016,0289,Sunderland,FTEs,244.7,244.7
02902016FTEIn,2016,0290,Sutton,FTEIn,"1,450.8","1,450.8"
02902016FTEOut,2016,0290,Sutton,FTEOut,37.9,37.9
02902016FTEs,2016,0290,Sutton,FTEs,"1,488.7","1,488.7"
02912016FTEIn,2016,0291,Swampscott,FTEIn,"2,249.1","2,249.1"
02912016FTEOut,2016,0291,Swampscott,FTEOut,64.0,64.0
02912016FTEs,2016,0291,Swampscott,FTEs,"2,313.1","2,313.1"
02922016FTEIn,2016,0292,Swansea,FTEIn,"2,029.3","2,029.3"
02922016FTEOut,2016,0292,Swansea,FTEOut,39.7,39.7
02922016FTEs,2016,0292,Swansea,FTEs,"2,069.0","2,069.0"
02932016FTEIn,2016,0293,Taunton,FTEIn,"8,031.5","8,031.5"
02932016FTEOut,2016,0293,Taunton,FTEOut,258.8,258.8
02932016FTEs,2016,0293,Taunton,FTEs,"8,290.3","8,290.3"
02952016FTEIn,2016,0295,Tewksbury,FTEIn,"3,554.4","3,554.4"
02952016FTEOut,2016,0295,Tewksbury,FTEOut,199.4,199.4
02952016FTEs,2016,0295,Tewksbury,FTEs,"3,753.8","3,753.8"
02962016FTEIn,2016,0296,Tisbury,FTEIn,326.1,326.1
02962016FTEOut,2016,0296,Tisbury,FTEOut,67.7,67.7
02962016FTEs,2016,0296,Tisbury,FTEs,393.8,393.8
02982016FTEIn,2016,0298,Topsfield,FTEIn,634.7,634.7
02982016FTEOut,2016,0298,Topsfield,FTEOut,6.0,6.0
02982016FTEs,2016,0298,Topsfield,FTEs,640.7,640.7
03002016FTEIn,2016,0300,Truro,FTEIn,117.9,117.9
03002016FTEOut,2016,0300,Truro,FTEOut,115.1,115.1
03002016FTEs,2016,0300,Truro,FTEs,233.0,233.0
03012016FTEIn,2016,0301,Tyngsborough,FTEIn,"1,678.8","1,678.8"
03012016FTEOut,2016,0301,Tyngsborough,FTEOut,144.0,144.0
03012016FTEs,2016,0301,Tyngsborough,FTEs,"1,822.8","1,822.8"
03042016FTEIn,2016,0304,Uxbridge,FTEIn,"1,823.2","1,823.2"
03042016FTEOut,2016,0304,Uxbridge,FTEOut,229.3,229.3
03042016FTEs,2016,0304,Uxbridge,FTEs,"2,052.5","2,052.5"
03052016FTEIn,2016,0305,Wakefield,FTEIn,"3,477.3","3,477.3"
03052016FTEOut,2016,0305,Wakefield,FTEOut,123.9,123.9
03052016FTEs,2016,0305,Wakefield,FTEs,"3,601.2","3,601.2"
03062016FTEIn,2016,0306,Wales,FTEIn,166.9,166.9
03062016FTEOut,2016,0306,Wales,FTEOut,16.0,16.0
03062016FTEs,2016,0306,Wales,FTEs,182.9,182.9
03072016FTEIn,2016,0307,Walpole,FTEIn,"3,902.3","3,902.3"
03072016FTEOut,2016,0307,Walpole,FTEOut,89.1,89.1
03072016FTEs,2016,0307,Walpole,FTEs,"3,991.4","3,991.4"
03082016FTEIn,2016,0308,Waltham,FTEIn,"5,368.3","5,368.3"
03082016FTEOut,2016,0308,Waltham,FTEOut,204.6,204.6
03082016FTEs,2016,0308,Waltham,FTEs,"5,572.9","5,572.9"
03092016FTEIn,2016,0309,Ware,FTEIn,"1,248.0","1,248.0"
03092016FTEOut,2016,0309,Ware,FTEOut,204.3,204.3
03092016FTEs,2016,0309,Ware,FTEs,"1,452.3","1,452.3"
03102016FTEIn,2016,0310,Wareham,FTEIn,"2,500.2","2,500.2"
03102016FTEOut,2016,0310,Wareham,FTEOut,296.8,296.8
03102016FTEs,2016,0310,Wareham,FTEs,"2,797.0","2,797.0"
03142016FTEIn,2016,0314,Watertown,FTEIn,"2,612.8","2,612.8"
03142016FTEOut,2016,0314,Watertown,FTEOut,153.9,153.9
03142016FTEs,2016,0314,Watertown,FTEs,"2,766.7","2,766.7"
03152016FTEIn,2016,0315,Wayland,FTEIn,"2,665.2","2,665.2"
03152016FTEOut,2016,0315,Wayland,FTEOut,57.0,57.0
03152016FTEs,2016,0315,Wayland,FTEs,"2,722.2","2,722.2"
03162016FTEIn,2016,0316,Webster,FTEIn,"1,880.8","1,880.8"
03162016FTEOut,2016,0316,Webster,FTEOut,181.0,181.0
03162016FTEs,2016,0316,Webster,FTEs,"2,061.8","2,061.8"
03172016FTEIn,2016,0317,Wellesley,FTEIn,"5,018.9","5,018.9"
03172016FTEOut,2016,0317,Wellesley,FTEOut,69.9,69.9
03172016FTEs,2016,0317,Wellesley,FTEs,"5,088.8","5,088.8"
03182016FTEIn,2016,0318,Wellfleet,FTEIn,104.6,104.6
03182016FTEOut,2016,0318,Wellfleet,FTEOut,13.4,13.4
03182016FTEs,2016,0318,Wellfleet,FTEs,118.0,118.0
03212016FTEIn,2016,0321,Westborough,FTEIn,"3,663.3","3,663.3"
03212016FTEOut,2016,0321,Westborough,FTEOut,44.6,44.6
03212016FTEs,2016,0321,Westborough,FTEs,"3,707.9","3,707.9"
03222016FTEIn,2016,0322,West Boylston,FTEIn,913.4,913.4
03222016FTEOut,2016,0322,West Boylston,FTEOut,130.2,130.2
03222016FTEs,2016,0322,West Boylston,FTEs,"1,043.6","1,043.6"
03232016FTEIn,2016,0323,West Bridgewater,FTEIn,"1,298.5","1,298.5"
03232016FTEOut,2016,0323,West Bridgewater,FTEOut,33.7,33.7
03232016FTEs,2016,0323,West Bridgewater,FTEs,"1,332.2","1,332.2"
03252016FTEIn,2016,0325,Westfield,FTEIn,"5,483.5","5,483.5"
03252016FTEOut,2016,0325,Westfield,FTEOut,236.2,236.2
03252016FTEs,2016,0325,Westfield,FTEs,"5,719.7","5,719.7"
03262016FTEIn,2016,0326,Westford,FTEIn,"5,104.1","5,104.1"
03262016FTEOut,2016,0326,Westford,FTEOut,67.6,67.6
03262016FTEs,2016,0326,Westford,FTEs,"5,171.7","5,171.7"
03272016FTEIn,2016,0327,Westhampton,FTEIn,137.1,137.1
03272016FTEOut,2016,0327,Westhampton,FTEOut,31.5,31.5
03272016FTEs,2016,0327,Westhampton,FTEs,168.6,168.6
03302016FTEIn,2016,0330,Weston,FTEIn,"2,157.5","2,157.5"
03302016FTEOut,2016,0330,Weston,FTEOut,33.2,33.2
03302016FTEs,2016,0330,Weston,FTEs,"2,190.7","2,190.7"
03312016FTEIn,2016,0331,Westport,FTEIn,"1,521.1","1,521.1"
03312016FTEOut,2016,0331,Westport,FTEOut,62.5,62.5
03312016FTEs,2016,0331,Westport,FTEs,"1,583.6","1,583.6"
03322016FTEIn,2016,0332,West Springfield,FTEIn,"4,014.3","4,014.3"
03322016FTEOut,2016,0332,West Springfield,FTEOut,160.3,160.3
03322016FTEs,2016,0332,West Springfield,FTEs,"4,174.6","4,174.6"
03352016FTEIn,2016,0335,Westwood,FTEIn,"3,133.8","3,133.8"
03352016FTEOut,2016,0335,Westwood,FTEOut,26.1,26.1
03352016FTEs,2016,0335,Westwood,FTEs,"3,159.9","3,159.9"
03362016FTEIn,2016,0336,Weymouth,FTEIn,"6,390.9","6,390.9"
03362016FTEOut,2016,0336,Weymouth,FTEOut,253.3,253.3
03362016FTEs,2016,0336,Weymouth,FTEs,"6,644.2","6,644.2"
03372016FTEIn,2016,0337,Whately,FTEIn,129.1,129.1
03372016FTEOut,2016,0337,Whately,FTEOut,9.4,9.4
03372016FTEs,2016,0337,Whately,FTEs,138.5,138.5
03402016FTEIn,2016,0340,Williamsburg,FTEIn,166.8,166.8
03402016FTEOut,2016,0340,Williamsburg,FTEOut,44.6,44.6
03402016FTEs,2016,0340,Williamsburg,FTEs,211.4,211.4
03412016FTEIn,2016,0341,Williamstown,FTEIn,446.2,446.2
03412016FTEOut,2016,0341,Williamstown,FTEOut,less than 6,less than 6
03412016FTEs,2016,0341,Williamstown,FTEs,448.2,448.2
03422016FTEIn,2016,0342,Wilmington,FTEIn,"3,377.0","3,377.0"
03422016FTEOut,2016,0342,Wilmington,FTEOut,84.8,84.8
03422016FTEs,2016,0342,Wilmington,FTEs,"3,461.8","3,461.8"
03432016FTEIn,2016,0343,Winchendon,FTEIn,"1,280.1","1,280.1"
03432016FTEOut,2016,0343,Winchendon,FTEOut,214.2,214.2
03432016FTEs,2016,0343,Winchendon,FTEs,"1,494.3","1,494.3"
03442016FTEIn,2016,0344,Winchester,FTEIn,"4,555.9","4,555.9"
03442016FTEOut,2016,0344,Winchester,FTEOut,71.1,71.1
03442016FTEs,2016,0344,Winchester,FTEs,"4,627.0","4,627.0"
03462016FTEIn,2016,0346,Winthrop,FTEIn,"1,938.2","1,938.2"
03462016FTEOut,2016,0346,Winthrop,FTEOut,43.3,43.3
03462016FTEs,2016,0346,Winthrop,FTEs,"1,981.5","1,981.5"
03472016FTEIn,2016,0347,Woburn,FTEIn,"4,690.9","4,690.9"
03472016FTEOut,2016,0347,Woburn,FTEOut,136.9,136.9
03472016FTEs,2016,0347,Woburn,FTEs,"4,827.8","4,827.8"
03482016FTEIn,2016,0348,Worcester,FTEIn,"24,827.2","24,827.2"
03482016FTEOut,2016,0348,Worcester,FTEOut,"3,088.4","3,088.4"
03482016FTEs,2016,0348,Worcester,FTEs,"27,915.6","27,915.6"
03492016FTEIn,2016,0349,Worthington,FTEIn,51.0,51.0
03492016FTEOut,2016,0349,Worthington,FTEOut,83.3,83.3
03492016FTEs,2016,0349,Worthington,FTEs,134.3,134.3
03502016FTEIn,2016,0350,Wrentham,FTEIn,"1,019.9","1,019.9"
03502016FTEOut,2016,0350,Wrentham,FTEOut,21.3,21.3
03502016FTEs,2016,0350,Wrentham,FTEs,"1,041.2","1,041.2"
04062016FTEIn,2016,0406,Northampton-Smith Vocational Agricultural,FTEIn,465.9,465.9
04062016FTEOut,2016,0406,Northampton-Smith Vocational Agricultural,FTEOut,0.0,0.0
04062016FTEs,2016,0406,Northampton-Smith Vocational Agricultural,FTEs,465.9,465.9
06002016FTEIn,2016,0600,Acton-Boxborough,FTEIn,"5,605.5","5,605.5"
06002016FTEOut,2016,0600,Acton-Boxborough,FTEOut,140.8,140.8
06002016FTEs,2016,0600,Acton-Boxborough,FTEs,"5,746.3","5,746.3"
06032016FTEIn,2016,0603,Adams-Cheshire,FTEIn,"1,335.1","1,335.1"
06032016FTEOut,2016,0603,Adams-Cheshire,FTEOut,160.5,160.5
06032016FTEs,2016,0603,Adams-Cheshire,FTEs,"1,495.6","1,495.6"
06052016FTEIn,2016,0605,Amherst-Pelham,FTEIn,"1,377.5","1,377.5"
06052016FTEOut,2016,0605,Amherst-Pelham,FTEOut,189.8,189.8
06052016FTEs,2016,0605,Amherst-Pelham,FTEs,"1,567.3","1,567.3"
06102016FTEIn,2016,0610,Ashburnham-Westminster,FTEIn,"2,350.1","2,350.1"
06102016FTEOut,2016,0610,Ashburnham-Westminster,FTEOut,84.8,84.8
06102016FTEs,2016,0610,Ashburnham-Westminster,FTEs,"2,434.9","2,434.9"
06152016FTEIn,2016,0615,Athol-Royalston,FTEIn,"1,404.2","1,404.2"
06152016FTEOut,2016,0615,Athol-Royalston,FTEOut,397.7,397.7
06152016FTEs,2016,0615,Athol-Royalston,FTEs,"1,801.9","1,801.9"
06162016FTEIn,2016,0616,Ayer Shirley,FTEIn,"1,682.3","1,682.3"
06162016FTEOut,2016,0616,Ayer Shirley,FTEOut,270.2,270.2
06162016FTEs,2016,0616,Ayer Shirley,FTEs,"1,952.5","1,952.5"
06182016FTEIn,2016,0618,Berkshire Hills,FTEIn,"1,292.9","1,292.9"
06182016FTEOut,2016,0618,Berkshire Hills,FTEOut,128.0,128.0
06182016FTEs,2016,0618,Berkshire Hills,FTEs,"1,420.9","1,420.9"
06202016FTEIn,2016,0620,Berlin-Boylston,FTEIn,564.1,564.1
06202016FTEOut,2016,0620,Berlin-Boylston,FTEOut,62.4,62.4
06202016FTEs,2016,0620,Berlin-Boylston,FTEs,626.5,626.5
06222016FTEIn,2016,0622,Blackstone-Millville,FTEIn,"1,729.5","1,729.5"
06222016FTEOut,2016,0622,Blackstone-Millville,FTEOut,113.5,113.5
06222016FTEs,2016,0622,Blackstone-Millville,FTEs,"1,843.0","1,843.0"
06252016FTEIn,2016,0625,Bridgewater-Raynham,FTEIn,"5,234.4","5,234.4"
06252016FTEOut,2016,0625,Bridgewater-Raynham,FTEOut,238.1,238.1
06252016FTEs,2016,0625,Bridgewater-Raynham,FTEs,"5,472.5","5,472.5"
06322016FTEIn,2016,0632,Chesterfield-Goshen,FTEIn,151.9,151.9
06322016FTEOut,2016,0632,Chesterfield-Goshen,FTEOut,15.0,15.0
06322016FTEs,2016,0632,Chesterfield-Goshen,FTEs,166.9,166.9
06352016FTEIn,2016,0635,Central Berkshire,FTEIn,"1,628.6","1,628.6"
06352016FTEOut,2016,0635,Central Berkshire,FTEOut,190.1,190.1
06352016FTEs,2016,0635,Central Berkshire,FTEs,"1,818.7","1,818.7"
06402016FTEIn,2016,0640,Concord-Carlisle,FTEIn,"1,281.0","1,281.0"
